# train_loss,train_acc,train_simple_acc
6.885874094107212073e+00,4.246190177576046887e-01,3.408655715294373612e-01,2.000000000000000042e-03
5.213037808736165069e+00,4.722303511705682744e-01,3.820018863830810796e-01,2.000000000000000042e-03
4.917838084392058384e+00,4.828054701186491049e-01,3.954233607420554741e-01,2.000000000000000042e-03
4.709824201388236986e+00,4.909404425963527219e-01,4.066363324721654071e-01,2.000000000000000042e-03
4.549163182576497100e+00,4.931750428014012866e-01,4.101509619981814625e-01,2.000000000000000042e-03
4.383002186432863212e+00,4.977670795011145954e-01,4.159537248122386344e-01,2.000000000000000042e-03
4.168287552320039779e+00,5.024868671862555702e-01,4.227070766381728073e-01,2.000000000000000042e-03
3.960067553397936813e+00,5.039517264890904791e-01,4.256848226755093334e-01,2.000000000000000042e-03
3.717115995211479174e+00,5.096643138338112777e-01,4.319974069411938178e-01,2.000000000000000042e-03
3.490312564067351353e+00,5.121520519788179682e-01,4.367525310088426482e-01,2.000000000000000042e-03
3.246934251907544144e+00,5.159433665293038374e-01,4.454870029137684706e-01,2.000000000000000042e-03
3.013805050116318718e+00,5.234674547599138528e-01,4.566844220344836724e-01,2.000000000000000042e-03
2.783806568537003034e+00,5.355146184205287208e-01,4.740482286000863299e-01,2.000000000000000042e-03
2.591019077178759566e+00,5.441950599219621543e-01,4.907093586829992526e-01,2.000000000000000042e-03
2.415354309937892907e+00,5.623317183269627151e-01,5.152396009518549480e-01,2.000000000000000042e-03
2.244911102148202886e+00,5.766275730609973227e-01,5.344448632154709111e-01,2.000000000000000042e-03
2.110584997213803771e+00,5.910172736004937200e-01,5.557625117974404061e-01,2.000000000000000042e-03
2.004586254939054957e+00,6.027905518394648388e-01,5.713103703963451352e-01,2.000000000000000042e-03
1.897541159238570696e+00,6.136507231446087784e-01,5.862252276677352159e-01,2.000000000000000042e-03
1.804370702841342933e+00,6.234295369485589600e-01,5.992846320836971996e-01,2.000000000000000042e-03
1.752461985135689737e+00,6.305629068621595446e-01,6.099196603664984728e-01,2.000000000000000042e-03
1.690081023252927306e+00,6.392195214206083387e-01,6.193617865061148420e-01,2.000000000000000042e-03
1.604147195816040039e+00,6.487956817865104808e-01,6.324737591621203414e-01,2.000000000000000042e-03
1.565899711388808013e+00,6.545316605948400257e-01,6.413690478373796910e-01,2.000000000000000042e-03
1.507113834222157722e+00,6.601155015727029340e-01,6.488204109363067129e-01,2.000000000000000042e-03
1.469266658410047777e+00,6.661347908205924595e-01,6.555467011072696470e-01,2.000000000000000042e-03
1.436392661852714303e+00,6.688190856923872385e-01,6.611967346607110496e-01,2.000000000000000042e-03
1.407410915081317659e+00,6.721110920329670391e-01,6.642040312290191650e-01,2.000000000000000042e-03
1.312977523375780109e+00,6.876385446528108236e-01,6.836030819477179055e-01,2.000000000000000042e-03
1.304205188384422787e+00,6.877495607879439143e-01,6.844068521108382930e-01,2.000000000000000042e-03
1.273513839795039182e+00,6.935025855032650455e-01,6.925459618751819146e-01,2.000000000000000042e-03
1.248490998378166683e+00,6.935438627269471246e-01,6.924417576728723045e-01,2.000000000000000042e-03
1.207108404391851186e+00,7.041810685917344603e-01,7.052672474812238246e-01,2.000000000000000042e-03
1.179201314082512386e+00,7.042443064182194457e-01,7.079830834498772596e-01,2.000000000000000042e-03
1.147398332754770989e+00,7.100871954132825792e-01,7.132044816628481110e-01,2.000000000000000042e-03
1.122546111926054246e+00,7.157521599777036947e-01,7.202632908637707221e-01,2.000000000000000042e-03
1.079723527798285954e+00,7.192046093625579228e-01,7.250479650803101084e-01,2.000000000000000042e-03
1.084730460857733725e+00,7.205478143912248390e-01,7.280306877234042906e-01,2.000000000000000042e-03
1.038728596308292396e+00,7.255818004459310133e-01,7.334828896400256149e-01,2.000000000000000042e-03
1.021661468041248799e+00,7.297439256848223810e-01,7.380983485625340901e-01,2.000000000000000042e-03
9.920027668659503473e-01,7.340101616001751816e-01,7.448345927091745144e-01,2.000000000000000042e-03
9.606588383515676233e-01,7.382459450648991561e-01,7.502252054520142099e-01,2.000000000000000042e-03
9.419279029736151720e-01,7.425991213270427549e-01,7.549162514698810611e-01,2.000000000000000042e-03
9.252233787989004865e-01,7.449423425306578306e-01,7.582174959855202401e-01,2.000000000000000042e-03
9.053349678332989203e-01,7.501810038919412005e-01,7.646974294613568812e-01,2.000000000000000042e-03
8.741553869002904875e-01,7.531696677416784835e-01,7.686431835859249828e-01,2.000000000000000042e-03
8.674860925246508092e-01,7.537081379897278000e-01,7.691414959919757877e-01,2.000000000000000042e-03
8.586633014373290518e-01,7.572980122232839673e-01,7.725920478502908972e-01,2.000000000000000042e-03
8.285706119659619340e-01,7.587018733078517707e-01,7.748005504791553033e-01,2.000000000000000042e-03
8.072128379956270416e-01,7.650324992036949823e-01,7.831474458559964935e-01,1.000000000000000021e-03
6.455174138148626062e-01,8.013300473303872629e-01,8.243904534058693612e-01,1.000000000000000021e-03
5.668898702431948156e-01,8.171787904124864221e-01,8.451556655076833957e-01,1.000000000000000021e-03
5.534307238383170402e-01,8.193603554507087328e-01,8.494675335211631095e-01,1.000000000000000021e-03
5.489438951779634923e-01,8.182563530219778558e-01,8.487524138047144451e-01,1.000000000000000021e-03
