# train_loss,train_acc,train_simple_acc
6.441226561864216826e+00,4.433819888218663574e-01,3.567615017676964984e-01,2.000000000000000042e-03
5.044564338830801020e+00,4.828133087474119067e-01,3.931647779849859470e-01,2.000000000000000042e-03
4.643514782954484943e+00,4.929868223940911953e-01,4.071486427997931257e-01,2.000000000000000042e-03
4.317712349769396774e+00,4.986919132724156878e-01,4.149701633514502053e-01,2.000000000000000042e-03
3.991479399876716627e+00,5.046530038123107076e-01,4.236520670163325675e-01,2.000000000000000042e-03
3.671551096133696568e+00,5.079054748467113356e-01,4.296476848614521615e-01,2.000000000000000042e-03
3.348632271473224176e+00,5.111522535435578662e-01,4.361515694703811397e-01,2.000000000000000042e-03
3.045215511933351049e+00,5.146093065675264588e-01,4.448819978114886275e-01,2.000000000000000042e-03
2.758664653851435666e+00,5.270623992176299843e-01,4.651504518129886967e-01,2.000000000000000042e-03
2.499932515315520298e+00,5.440264671922283579e-01,4.903332912004910726e-01,2.000000000000000042e-03
2.272035632378015979e+00,5.633018730590065859e-01,5.199290915177419148e-01,2.000000000000000042e-03
2.070799968181512352e+00,5.837053882485268019e-01,5.482119214840424082e-01,2.000000000000000042e-03
1.926072304065410856e+00,6.036918075131390005e-01,5.742215498899801984e-01,2.000000000000000042e-03
1.779257991375067238e+00,6.224252592968623210e-01,5.989676652810512758e-01,2.000000000000000042e-03
1.677106096194340701e+00,6.351917104634499101e-01,6.161886973258776656e-01,2.000000000000000042e-03
1.576929590640923973e+00,6.493721631629240099e-01,6.351140087995773564e-01,2.000000000000000042e-03
1.502878004159682757e+00,6.590715019808092157e-01,6.469920193537687103e-01,2.000000000000000042e-03
1.412209014097849602e+00,6.685617795926900309e-01,6.596622917896661775e-01,2.000000000000000042e-03
1.330518988462594754e+00,6.790397866399904281e-01,6.732660455581469527e-01,2.000000000000000042e-03
1.273092086498553988e+00,6.871869214345437404e-01,6.847934959790645815e-01,2.000000000000000042e-03
1.215664664904276604e+00,6.965132721671445371e-01,6.954170152162894025e-01,2.000000000000000042e-03
1.158087443846922637e+00,7.042459239130438586e-01,7.059658811642572918e-01,2.000000000000000042e-03
1.087372643825335272e+00,7.165341254081064593e-01,7.217541856643481246e-01,2.000000000000000042e-03
1.041726289651332849e+00,7.233017548574617317e-01,7.304410659349881429e-01,2.000000000000000042e-03
1.009401653057489634e+00,7.280383396042364730e-01,7.358677616486182238e-01,2.000000000000000042e-03
9.828033752930469547e-01,7.312909661669851902e-01,7.416409735496227729e-01,2.000000000000000042e-03
9.291080885972732295e-01,7.439898247133301945e-01,7.565869368039644938e-01,2.000000000000000042e-03
8.843251397976508166e-01,7.492625778885972920e-01,7.646868534577198062e-01,2.000000000000000042e-03
8.393282194932302209e-01,7.571103206123586116e-01,7.746643080161168538e-01,2.000000000000000042e-03
8.392411050124045646e-01,7.576954182592766651e-01,7.748776926444127522e-01,2.000000000000000042e-03
